1	0.00174197060424605
1603	5.44365813826892e-05
1murth	0.000217746325530757
2	0.00108873162765378
2murth	0.000108873162765378
3	0.00108873162765378
a	0.0130103429504627
abhorred	5.44365813826892e-05
abide	0.000108873162765378
abiure	5.44365813826892e-05
aboue	0.000163309744148068
abound	5.44365813826892e-05
about	0.00065323897659227
abroad	0.000108873162765378
absence	0.000108873162765378
absent	5.44365813826892e-05
absolute	0.000163309744148068
abuse	5.44365813826892e-05
accents	5.44365813826892e-05
accesse	5.44365813826892e-05
accompany	5.44365813826892e-05
accompt	5.44365813826892e-05
according	0.000108873162765378
account	5.44365813826892e-05
accounted	5.44365813826892e-05
accursd	5.44365813826892e-05
accursed	0.000108873162765378
accust	5.44365813826892e-05
accustomd	5.44365813826892e-05
acheron	5.44365813826892e-05
acquaint	5.44365813826892e-05
act	0.000217746325530757
acted	5.44365813826892e-05
acting	5.44365813826892e-05
action	5.44365813826892e-05
actions	5.44365813826892e-05
acts	5.44365813826892e-05
actuall	5.44365813826892e-05
actus	0.000272182906913446
addage	5.44365813826892e-05
adde	0.000108873162765378
added	5.44365813826892e-05
adders	5.44365813826892e-05
addition	0.000108873162765378
addrest	5.44365813826892e-05
adhere	5.44365813826892e-05
adieu	0.000108873162765378
admird	5.44365813826892e-05
aduance	5.44365813826892e-05
aduantage	5.44365813826892e-05
aduice	0.000108873162765378
aduise	0.000108873162765378
afeard	5.44365813826892e-05
affaire	5.44365813826892e-05
affaires	5.44365813826892e-05
affeard	0.000163309744148068
affection	5.44365813826892e-05
affliction	5.44365813826892e-05
affraid	0.000163309744148068
afoot	5.44365813826892e-05
afraid	0.000108873162765378
after	0.000326619488296135
afternoone	5.44365813826892e-05
afterwards	5.44365813826892e-05
againe	0.00114316820903647
against	0.000762112139357648
age	5.44365813826892e-05
agent	5.44365813826892e-05
agents	5.44365813826892e-05
agitation	5.44365813826892e-05
ague	5.44365813826892e-05
aid	5.44365813826892e-05
alack	5.44365813826892e-05
alarme	5.44365813826892e-05
alarum	0.000272182906913446
alarumd	5.44365813826892e-05
alarums	0.000217746325530757
alas	0.000217746325530757
aleppo	5.44365813826892e-05
alike	5.44365813826892e-05
aliue	0.000163309744148068
all	0.00522591181273816
allegeance	5.44365813826892e-05
allhaild	5.44365813826892e-05
allhaile	5.44365813826892e-05
alls	0.000217746325530757
allthing	5.44365813826892e-05
almost	0.000435492651061513
alone	0.000217746325530757
alowd	5.44365813826892e-05
alreadie	5.44365813826892e-05
already	0.000163309744148068
also	5.44365813826892e-05
alter	5.44365813826892e-05
altogether	5.44365813826892e-05
alwayes	5.44365813826892e-05
am	0.00163309744148067
amazd	0.000108873162765378
amazedly	5.44365813826892e-05
amazement	5.44365813826892e-05
ambition	0.000163309744148068
amen	0.000272182906913446
amend	5.44365813826892e-05
amends	5.44365813826892e-05
amisse	5.44365813826892e-05
among	5.44365813826892e-05
an	0.0015242242787153
and	0.0296679368535656
andt	5.44365813826892e-05
ang	0.000217746325530757
angell	0.000108873162765378
angels	0.000108873162765378
anger	5.44365813826892e-05
angerd	5.44365813826892e-05
angerly	5.44365813826892e-05
angry	5.44365813826892e-05
angus	0.000326619488296135
annoyance	5.44365813826892e-05
anon	0.000381056069678824
another	0.000326619488296135
anoynted	5.44365813826892e-05
answer	0.000272182906913446
anthonies	5.44365813826892e-05
anticipatst	5.44365813826892e-05
antidote	5.44365813826892e-05
antique	5.44365813826892e-05
any	0.000435492651061513
apace	5.44365813826892e-05
apart	5.44365813826892e-05
appall	5.44365813826892e-05
appalls	5.44365813826892e-05
appar	0.000217746325530757
apparation	0.000108873162765378
apparition	5.44365813826892e-05
appeare	5.44365813826892e-05
appeares	5.44365813826892e-05
appease	5.44365813826892e-05
appetite	5.44365813826892e-05
applaud	0.000163309744148068
apply	5.44365813826892e-05
appoint	5.44365813826892e-05
approach	0.000217746325530757
approaches	5.44365813826892e-05
approch	5.44365813826892e-05
approches	5.44365813826892e-05
approue	5.44365813826892e-05
arabia	5.44365813826892e-05
arbitrate	5.44365813826892e-05
are	0.00397387044093631
argument	5.44365813826892e-05
aright	5.44365813826892e-05
armd	0.000108873162765378
arme	0.000217746325530757
armed	5.44365813826892e-05
armes	0.000108873162765378
armor	0.000108873162765378
armour	5.44365813826892e-05
army	5.44365813826892e-05
aroynt	5.44365813826892e-05
arriud	5.44365813826892e-05
art	0.000979858464888405
artificiall	5.44365813826892e-05
as	0.00484485574305934
aside	5.44365813826892e-05
askd	0.000108873162765378
aske	5.44365813826892e-05
asleepe	0.000108873162765378
assaileable	5.44365813826892e-05
assassination	5.44365813826892e-05
assault	5.44365813826892e-05
assay	5.44365813826892e-05
assistance	5.44365813826892e-05
assisted	5.44365813826892e-05
assurance	5.44365813826892e-05
at	0.00283070223189984
