1918	2.16001382408847e-05
21	2.16001382408847e-05
a	0.0220969414204251
abide	2.16001382408847e-05
abilin	2.16001382408847e-05
ablaze	2.16001382408847e-05
able	0.000280801797131502
about	0.00179281147399343
above	0.000194401244167963
absent	2.16001382408847e-05
absorbed	2.16001382408847e-05
absurd	2.16001382408847e-05
abundant	2.16001382408847e-05
account	2.16001382408847e-05
accounted	2.16001382408847e-05
aching	2.16001382408847e-05
acknowledged	2.16001382408847e-05
acorn	0.000302401935372386
acorns	2.16001382408847e-05
across	0.000324002073613271
act	2.16001382408847e-05
acted	8.6400552963539e-05
actions	6.48004147226542e-05
adaptation	2.16001382408847e-05
address	2.16001382408847e-05
addressed	2.16001382408847e-05
adds	2.16001382408847e-05
adopted	4.32002764817695e-05
advancing	2.16001382408847e-05
adventure	2.16001382408847e-05
adventures	2.16001382408847e-05
advice	8.6400552963539e-05
advise	2.16001382408847e-05
adviser	2.16001382408847e-05
affably	2.16001382408847e-05
affectation	2.16001382408847e-05
afford	2.16001382408847e-05
afraid	0.000151200967686193
after	0.00174961119751166
afternoon	2.16001382408847e-05
afternoons	2.16001382408847e-05
afterward	0.000108000691204424
afther	4.32002764817695e-05
again	0.00142560912389839
against	0.000367202350095041
age	2.16001382408847e-05
agin	2.16001382408847e-05
ago	0.000237601520649732
agreed	8.6400552963539e-05
ah	0.000129600829445308
aha	0.000108000691204424
ahead	0.000172801105927078
ahunting	4.32002764817695e-05
ahwell	2.16001382408847e-05
aid	4.32002764817695e-05
aint	0.000129600829445308
air	0.00041040262657681
airy	4.32002764817695e-05
aisles	2.16001382408847e-05
alane	2.16001382408847e-05
alang	2.16001382408847e-05
alas	8.6400552963539e-05
alcott	2.16001382408847e-05
alight	2.16001382408847e-05
alike	0.000172801105927078
alive	6.48004147226542e-05
all	0.00518403317781234
allemaine	6.48004147226542e-05
alligator	0.000691204423708312
allow	2.16001382408847e-05
allowed	2.16001382408847e-05
allowing	2.16001382408847e-05
almost	0.000324002073613271
alone	0.000324002073613271
along	0.00082080525315362
aloud	2.16001382408847e-05
also	8.6400552963539e-05
although	6.48004147226542e-05
altogether	2.16001382408847e-05
always	0.000799205114912735
am	0.0012744081562122
