1	0.00071149233680746
1599	0.000103452355446877
1ple	0.000272175880022239
1sold	0.000136087940011119
2	0.000755960607857926
2ple	0.000136087940011119
2sold	0.000136087940011119
3	0.000667024065756994
3ple	0.000136087940011119
4	0.000775892665851578
4ple	0.000136087940011119
a	0
abide	4.63747337537355e-05
abler	0.000136087940011119
aboue	0.000253085286863042
about	0
abridgd	0.000136087940011119
abroad	3.06438533296886e-05
absence	1.18326864862237e-05
absent	1.18326864862237e-05
abuse	8.89365421009325e-05
accents	5.17261777234385e-05
accidentall	0.000103452355446877
according	3.54980594586712e-05
accoutred	0.000136087940011119
acquainted	2.31873668768678e-05
acrosse	0.000103452355446877
acte	0.000206904710893754
acted	1.53219266648443e-05
acting	2.76748747540901e-05
action	3.06438533296886e-05
actors	5.17261777234385e-05
actus	0.000421808811438404
adde	0.000103452355446877
added	2.36653729724475e-05
adder	7.08167708826343e-05
addition	1.9090593159196e-05
addrest	0.000103452355446877
aduantage	0.000253085286863042
aeneas	7.08167708826343e-05
afeard	0.000103452355446877
affabilitie	0.000136087940011119
affayres	0.000408263820033358
affection	1.9090593159196e-05
affections	3.26355845642424e-05
affraid	0.000103452355446877
affrighted	6.03104593183323e-05
afloat	6.03104593183323e-05
afoot	5.17261777234385e-05
after	0
afterwards	1.18326864862237e-05
againe	0.00127470187588742
against	0
age	0
agen	0.000272175880022239
ages	4.63747337537355e-05
agree	2.31873668768678e-05
ague	6.03104593183323e-05
alarum	0.00049571739617844
alarums	0.000253085286863042
alas	0.000122575413318754
alasse	0.000136087940011119
alchymie	0.000136087940011119
aliue	0.000517261777234385
all	0
alliance	8.43617622876807e-05
allowd	0.000103452355446877
almost	1.0764803209181e-05
alone	0
along	4.43648140331967e-05
alreadie	0.000103452355446877
already	1.66368052624488e-05
also	5.54560175414959e-06
alwayes	8.43617622876807e-05
am	0
amazd	8.43617622876807e-05
amaze	6.03104593183323e-05
ambition	9.2749467507471e-05
ambitions	0.000272175880022239
ambitious	0.000305449490547137
amisse	0.000253085286863042
among	0
an	0
ancestor	7.08167708826343e-05
ancestors	0.000155178533170316
anchyses	0.000136087940011119
and	0
angel	1.53219266648443e-05
angell	8.43617622876807e-05
anger	2.69120080229524e-06
angry	0
anights	0.000272175880022239
annoy	6.03104593183323e-05
annoying	0.000103452355446877
another	0
answer	2.69120080229524e-05
answerd	0.000253085286863042
answere	0.000103452355446877
answered	2.57528447846822e-05
answering	3.81811863183921e-05
ant	0.00217894528147284
antonies	0.000136087940011119
antonio	0.000544351760044477
antonios	0.000136087940011119
antony	0.00775892665851577
any	0
apace	6.03104593183323e-05
apart	1.18326864862237e-05
apes	6.03104593183323e-05
apparant	0.000136087940011119
apparition	3.81811863183921e-05
apparrell	0.000136087940011119
appear	1.18326864862237e-05
